Date,Observers,Year,StudyYear,Site,Transect,Plot,Plant_ID,BGDensity,BGCover,ShrubCover,ForbCover,NGCover,PlotSlope,Aspect,Vegetative_culms,Reproductive_culms,Longestleaflength_cm,Total_Live_Culms,Notes,Latitude,Longitude,Elevation_ft,SiteDateTransectID,Prev_year_precip,MAP,MAT,Perc_dev,Deviation_mm,Perc_dev_abs
2020-09-28T00:00:00Z,"KH, Oona, Natalie",2020,1,TumamocHill,5_2,261,19,3.125,40,8,1,5,6.6,W,10,9,52,19,reproductive culms re-counted on 10/15/2020 with AK. Original count included some reproductive culms from previous year. The data in this file is from the re-count on 10/15.,32.217616666666665,-111.00736666666668,2830,1,224.22,276.05,20.9,-0.18775584133309187,-51.83000000000001,0.18775584133309187
2020-09-28T00:00:00Z,"KH, Oona, Natalie",2020,1,TumamocHill,5_2,261,20,3.125,40,8,1,5,6.6,W,16,12,57,28,reproductive culms re-counted on 10/15/2020 with AK. Original count included some reproductive culms from previous year. The data in this file is from the re-count on 10/15.,32.217616666666665,-111.00736666666668,2830,1,224.22,276.05,20.9,-0.18775584133309187,-51.83000000000001,0.18775584133309187
2020-09-28T00:00:00Z,"KH, Oona, Natalie",2020,1,TumamocHill,5_2,262,21,2.5,30,40,1,25,14.6,W,15,12,62,27,reproductive culms re-counted on 10/15/2020 with AK. Original count included some reproductive culms from previous year. The data in this file is from the re-count on 10/15.,32.217616666666665,-111.00736666666668,2830,1,224.22,276.05,20.9,-0.18775584133309187,-51.83000000000001,0.18775584133309187
2020-09-28T00:00:00Z,"KH, Oona, Natalie",2020,1,TumamocHill,5_2,262,22,2.5,30,40,1,25,14.6,W,7,10,53,17,reproductive culms re-counted on 10/15/2020 with AK. Original count included some reproductive culms from previous year. The data in this file is from the re-count on 10/15.,32.217616666666665,-111.00736666666668,2830,1,224.22,276.05,20.9,-0.18775584133309187,-51.83000000000001,0.18775584133309187
2020-09-28T00:00:00Z,"KH, Oona, Natalie",2020,1,TumamocHill,5_2,262,23,2.5,30,40,1,25,14.6,W,10,2,63,12,reproductive culms re-counted on 10/15/2020 with AK. Original count included some reproductive culms from previous year. The data in this file is from the re-count on 10/15.,32.217616666666665,-111.00736666666668,2830,1,224.22,276.05,20.9,-0.18775584133309187,-51.83000000000001,0.18775584133309187
2020-09-28T00:00:00Z,"KH, Oona, Natalie",2020,1,TumamocHill,5_2,262,24,2.5,30,40,1,25,14.6,W,11,2,75,13,reproductive culms re-counted on 10/15/2020 with AK. Original count included some reproductive culms from previous year. The data in this file is from the re-count on 10/15.,32.217616666666665,-111.00736666666668,2830,1,224.22,276.05,20.9,-0.18775584133309187,-51.83000000000001,0.18775584133309187
2020-09-28T00:00:00Z,"KH, Oona, Natalie",2020,1,TumamocHill,5_2,262,25,2.5,30,40,1,25,14.6,W,6,25,68,31,reproductive culms re-counted on 10/15/2020 with AK. Original count included some reproductive culms from previous year. The data in this file is from the re-count on 10/15.,32.217616666666665,-111.00736666666668,2830,1,224.22,276.05,20.9,-0.18775584133309187,-51.83000000000001,0.18775584133309187
2020-09-28T00:00:00Z,"KH, Oona, Natalie",2020,1,TumamocHill,5_2,262,26,2.5,30,40,1,25,14.6,W,42,31,76,73,reproductive culms re-counted on 10/15/2020 with AK. Original count included some reproductive culms from previous year. The data in this file is from the re-count on 10/15.,32.217616666666665,-111.00736666666668,2830,1,224.22,276.05,20.9,-0.18775584133309187,-51.83000000000001,0.18775584133309187
2020-09-28T00:00:00Z,"KH, Oona, Natalie",2020,1,TumamocHill,5_2,262,27,2.5,30,40,1,25,14.6,W,19,11,84,30,reproductive culms re-counted on 10/15/2020 with AK. Original count included some reproductive culms from previous year. The data in this file is from the re-count on 10/15.,32.217616666666665,-111.00736666666668,2830,1,224.22,276.05,20.9,-0.18775584133309187,-51.83000000000001,0.18775584133309187
2020-09-28T00:00:00Z,"KH, Oona, Natalie",2020,1,TumamocHill,5_2,262,28,2.5,30,40,1,25,14.6,W,45,29,82,74,reproductive culms re-counted on 10/15/2020 with AK. Original count included some reproductive culms from previous year. The data in this file is from the re-count on 10/15.,32.217616666666665,-111.00736666666668,2830,1,224.22,276.05,20.9,-0.18775584133309187,-51.83000000000001,0.18775584133309187
2020-09-28T00:00:00Z,"KH, Oona, Natalie",2020,1,TumamocHill,5_2,262,29,2.5,30,40,1,25,14.6,W,19,6,51,25,reproductive culms re-counted on 10/15/2020 with AK. Original count included some reproductive culms from previous year. The data in this file is from the re-count on 10/15.,32.217616666666665,-111.00736666666668,2830,1,224.22,276.05,20.9,-0.18775584133309187,-51.83000000000001,0.18775584133309187
2020-09-28T00:00:00Z,"KH, Oona, Natalie",2020,1,TumamocHill,5_2,262,30,2.5,30,40,1,25,14.6,W,23,4,65,27,reproductive culms re-counted on 10/15/2020 with AK. Original count included some reproductive culms from previous year. The data in this file is from the re-count on 10/15.,32.217616666666665,-111.00736666666668,2830,1,224.22,276.05,20.9,-0.18775584133309187,-51.83000000000001,0.18775584133309187
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,40,31,5.1875,30,10,3,20,8,N,34,6,57.6,40,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,40,32,5.1875,30,10,3,20,8,N,5,0,41,5,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,40,33,5.1875,30,10,3,20,8,N,9,2,51.4,11,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,40,34,5.1875,30,10,3,20,8,N,18,7,47.8,25,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,40,35,5.1875,30,10,3,20,8,N,23,8,62,31,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,40,36,5.1875,30,10,3,20,8,N,14,7,42,21,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,40,37,5.1875,30,10,3,20,8,N,12,2,45.6,14,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,40,38,5.1875,30,10,3,20,8,N,7,1,26,8,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,40,39,5.1875,30,10,3,20,8,N,9,1,34,10,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-09-29T00:00:00Z,"KH, LO",2020,1,TumamocHill,3_1,299,43,2.1875,30,15,2,0,21.6,E,9,7,55,16,NA,32.213833333333334,-111.00293333333332,2775,3,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-09-29T00:00:00Z,"KH, LO",2020,1,TumamocHill,3_1,299,44,2.1875,30,15,2,0,21.6,E,10,12,57,22,NA,32.213833333333334,-111.00293333333332,2775,3,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-09-29T00:00:00Z,"KH, LO",2020,1,TumamocHill,3_1,299,45,2.1875,30,15,2,0,21.6,E,21,64,56,85,NA,32.213833333333334,-111.00293333333332,2775,3,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-09-29T00:00:00Z,"KH, LO",2020,1,TumamocHill,3_1,299,46,2.1875,30,15,2,0,21.6,E,11,35,53,46,NA,32.213833333333334,-111.00293333333332,2775,3,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-09-29T00:00:00Z,"KH, LO",2020,1,TumamocHill,3_1,299,47,2.1875,30,15,2,0,21.6,E,16,41,69,57,NA,32.213833333333334,-111.00293333333332,2775,3,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-09-29T00:00:00Z,"KH, LO",2020,1,TumamocHill,3_1,299,48,2.1875,30,15,2,0,21.6,E,3,7,53,10,NA,32.213833333333334,-111.00293333333332,2775,3,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-09-29T00:00:00Z,"KH, LO",2020,1,TumamocHill,3_1,299,49,2.1875,30,15,2,0,21.6,E,12,24,76,36,NA,32.213833333333334,-111.00293333333332,2775,3,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-09-29T00:00:00Z,"KH, LO",2020,1,TumamocHill,3_1,299,50,2.1875,30,15,2,0,21.6,E,3,7,54,10,NA,32.213833333333334,-111.00293333333332,2775,3,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-09-29T00:00:00Z,"KH, LO",2020,1,TumamocHill,3_1,299,51,2.1875,30,15,2,0,21.6,E,3,4,42,7,NA,32.213833333333334,-111.00293333333332,2775,3,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-09-29T00:00:00Z,"KH, LO",2020,1,TumamocHill,3_1,299,52,2.1875,30,15,2,0,21.6,E,21,26,53,47,NA,32.213833333333334,-111.00293333333332,2775,3,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,300,53,3.4375,28,15,2,0,12,E,16,36,62.2,52,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,300,54,3.4375,28,15,2,0,12,E,8,6,56.4,14,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,300,55,3.4375,28,15,2,0,12,E,6,6,42.4,12,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,300,56,3.4375,28,15,2,0,12,E,3,4,45,7,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,300,57,3.4375,28,15,2,0,12,E,6,9,30.2,15,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,300,58,3.4375,28,15,2,0,12,E,12,26,56.2,38,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,300,59,3.4375,28,15,2,0,12,E,6,6,39,12,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,300,60,3.4375,28,15,2,0,12,E,10,8,49,18,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,300,61,3.4375,28,15,2,0,12,E,7,6,36.6,13,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,300,62,3.4375,28,15,2,0,12,E,11,9,38.6,20,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,331,63,4.0625,38,3,0.5,0.5,17.8,E,11,7,45.4,18,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,331,64,4.0625,38,3,0.5,0.5,17.8,E,6,2,30.4,8,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,331,65,4.0625,38,3,0.5,0.5,17.8,E,18,57,74.8,75,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,331,66,4.0625,38,3,0.5,0.5,17.8,E,5,4,37.6,9,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,331,67,4.0625,38,3,0.5,0.5,17.8,E,24,45,65.2,69,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,331,68,4.0625,38,3,0.5,0.5,17.8,E,2,0,9.8,2,small plant to right of tag,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,331,69,4.0625,38,3,0.5,0.5,17.8,E,6,7,41,13,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,331,70,4.0625,38,3,0.5,0.5,17.8,E,4,3,40.8,7,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,331,71,4.0625,38,3,0.5,0.5,17.8,E,5,6,45.2,11,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-17T00:00:00Z,"KH, AK, Sophia",2020,1,TumamocHill,3_1,331,72,4.0625,38,3,0.5,0.5,17.8,E,3,5,36.6,8,NA,32.213833333333334,-111.00293333333332,2775,4,220.13,274.39,20.9,-0.1977477313313167,-54.25999999999999,0.1977477313313167
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,41,73,2.9375,12,33,5,50,16.2,N,4,3,54,7,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,41,74,2.9375,12,33,5,50,16.2,N,4,3,50.4,7,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,41,75,2.9375,12,33,5,50,16.2,N,7,14,64,21,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,41,76,2.9375,12,33,5,50,16.2,N,4,0,25.2,4,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,41,77,2.9375,12,33,5,50,16.2,N,19,2,35.2,21,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,41,78,2.9375,12,33,5,50,16.2,N,15,9,55.8,24,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,41,79,2.9375,12,33,5,50,16.2,N,12,4,34.6,16,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,41,80,2.9375,12,33,5,50,16.2,N,5,1,29.6,6,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,41,81,2.9375,12,33,5,50,16.2,N,7,3,34.8,10,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,41,82,2.9375,12,33,5,50,16.2,N,14,3,40.6,17,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,40,83,5.1875,30,10,3,20,8,N,6,0,35.4,6,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,42,84,2.8125,18,23,2,13,18.8,N,10,0,39.4,10,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,42,85,2.8125,18,23,2,13,18.8,N,4,0,37.8,4,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,42,86,2.8125,18,23,2,13,18.8,N,19,8,45.4,27,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,42,87,2.8125,18,23,2,13,18.8,N,5,0,38.2,5,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,42,88,2.8125,18,23,2,13,18.8,N,6,1,33.2,7,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,42,89,2.8125,18,23,2,13,18.8,N,23,7,50,30,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
2020-10-16T00:00:00Z,"KH, AK",2020,1,TumamocHill,5_3,42,90,2.8125,18,23,2,13,18.8,N,13,2,53.8,15,NA,32.21783333333333,-111.00748333333334,2816,2,224.4,276.04,20.9,-0.18707433705260113,-51.640000000000015,0.18707433705260113
