Date,Year,StudyYear,Site,Transect,SiteDateTransectID,Plot,SiteDatePlotID
2022-11-01T00:00:00Z,2022,2,KinneyHill,66,62,411,164
2022-11-01T00:00:00Z,2022,2,KinneyHill,66,62,412,165
2022-11-11T00:00:00Z,2022,2,KinneyHill,68,63,413,166
2022-11-11T00:00:00Z,2022,2,KinneyHill,68,63,414,167
2022-11-11T00:00:00Z,2022,2,KinneyHill,68,63,415,168
2021-10-03T00:00:00Z,2021,1,ApachePeak,79,64,425,169
2021-10-03T00:00:00Z,2021,1,ApachePeak,79,64,426,170
2021-10-03T00:00:00Z,2021,1,ApachePeak,79,64,427,171
2021-10-02T00:00:00Z,2021,1,ApachePeak,80,65,428,172
2021-10-02T00:00:00Z,2021,1,ApachePeak,80,65,429,173
2021-10-02T00:00:00Z,2021,1,ApachePeak,82,66,430,174
2021-10-02T00:00:00Z,2021,1,ApachePeak,82,66,431,175
2021-10-02T00:00:00Z,2021,1,ApachePeak,82,66,432,176
2021-10-02T00:00:00Z,2021,1,ApachePeak,83,67,433,177
2021-10-02T00:00:00Z,2021,1,ApachePeak,83,67,434,178
2021-10-02T00:00:00Z,2021,1,ApachePeak,83,67,435,179
2021-10-15T00:00:00Z,2021,1,ApachePeak,84,68,436,180
2021-10-15T00:00:00Z,2021,1,ApachePeak,84,68,437,181
2021-10-15T00:00:00Z,2021,1,ApachePeak,84,68,438,182
2021-10-08T00:00:00Z,2021,1,ApachePeak,85,69,439,183
2021-10-08T00:00:00Z,2021,1,ApachePeak,85,69,440,184
2021-10-08T00:00:00Z,2021,1,ApachePeak,85,69,441,185
2022-10-18T00:00:00Z,2022,2,ApachePeak,79,70,425,186
2022-10-18T00:00:00Z,2022,2,ApachePeak,79,70,426,187
2022-10-18T00:00:00Z,2022,2,ApachePeak,79,70,427,188
2022-10-17T00:00:00Z,2022,2,ApachePeak,80,71,428,189
2022-10-17T00:00:00Z,2022,2,ApachePeak,80,71,429,190
2022-10-17T00:00:00Z,2022,2,ApachePeak,82,72,430,191
2022-10-17T00:00:00Z,2022,2,ApachePeak,82,72,431,192
2022-10-17T00:00:00Z,2022,2,ApachePeak,82,72,432,193
2022-10-11T00:00:00Z,2022,2,ApachePeak,83,73,433,194
2022-10-11T00:00:00Z,2022,2,ApachePeak,83,73,434,195
2022-10-11T00:00:00Z,2022,2,ApachePeak,83,73,435,196
2022-10-11T00:00:00Z,2022,2,ApachePeak,84,74,436,197
2022-10-11T00:00:00Z,2022,2,ApachePeak,84,74,437,198
2022-10-11T00:00:00Z,2022,2,ApachePeak,84,74,438,199
2022-11-13T00:00:00Z,2022,2,ApachePeak,85,75,439,200
2022-11-13T00:00:00Z,2022,2,ApachePeak,85,75,440,201
2022-10-18T00:00:00Z,2022,2,ApachePeak,85,76,441,202
2023-11-10T00:00:00Z,2023,3,ApachePeak,79,77,425,203
2023-11-10T00:00:00Z,2023,3,ApachePeak,79,77,426,204
2023-11-10T00:00:00Z,2023,3,ApachePeak,79,77,427,205
2023-11-06T00:00:00Z,2023,3,ApachePeak,80,78,428,206
2023-11-06T00:00:00Z,2023,3,ApachePeak,80,78,429,207
2023-10-27T00:00:00Z,2023,3,ApachePeak,82,79,430,208
2023-10-27T00:00:00Z,2023,3,ApachePeak,82,79,431,209
2023-10-27T00:00:00Z,2023,3,ApachePeak,82,79,432,210
2023-11-01T00:00:00Z,2023,3,ApachePeak,83,80,433,211
2023-11-01T00:00:00Z,2023,3,ApachePeak,83,80,434,212
2023-11-01T00:00:00Z,2023,3,ApachePeak,83,80,435,213
2023-11-03T00:00:00Z,2023,3,ApachePeak,84,81,436,214
2023-11-03T00:00:00Z,2023,3,ApachePeak,84,81,437,215
2023-11-03T00:00:00Z,2023,3,ApachePeak,84,81,438,216
2023-11-08T00:00:00Z,2023,3,ApachePeak,85,82,439,217
2023-11-08T00:00:00Z,2023,3,ApachePeak,85,82,440,218
2023-11-08T00:00:00Z,2023,3,ApachePeak,85,82,441,219
