Year,Site,Transect,Plot,Plant_ID,Aspect,PlotSlope,Prev_year_precip,Perc_dev,TotalCulms,ReproductiveCulms,BGDensity,BGCover,ShrubCover,HerbCover
2020,TumamocHill,5_6,219,143,W,16.4,223.2,-0.1914215331111434,3,2,5.375,40,10,3.5
2020,TumamocHill,5_6,219,144,W,16.4,223.2,-0.1914215331111434,10,6,5.375,40,10,3.5
2020,TumamocHill,5_6,219,145,W,16.4,223.2,-0.1914215331111434,16,13,5.375,40,10,3.5
2020,TumamocHill,5_6,219,146,W,16.4,223.2,-0.1914215331111434,35,29,5.375,40,10,3.5
2020,TumamocHill,5_6,219,147,W,16.4,223.2,-0.1914215331111434,14,11,5.375,40,10,3.5
2020,TumamocHill,5_6,220,148,W,17.2,223.2,-0.1914215331111434,34,29,9.125,50,30,4
2020,TumamocHill,5_6,220,149,W,17.2,223.2,-0.1914215331111434,8,5,9.125,50,30,4
2020,TumamocHill,5_6,220,150,W,17.2,223.2,-0.1914215331111434,7,5,9.125,50,30,4
2020,TumamocHill,5_6,220,151,W,17.2,223.2,-0.1914215331111434,31,23,9.125,50,30,4
2020,TumamocHill,5_6,220,152,W,17.2,223.2,-0.1914215331111434,9,7,9.125,50,30,4
2020,TumamocHill,5_6,220,153,W,17.2,223.2,-0.1914215331111434,13,9,9.125,50,30,4
2020,TumamocHill,5_6,220,154,W,17.2,223.2,-0.1914215331111434,7,5,9.125,50,30,4
2020,TumamocHill,5_6,220,155,W,17.2,223.2,-0.1914215331111434,25,23,9.125,50,30,4
2020,TumamocHill,5_6,220,156,W,17.2,223.2,-0.1914215331111434,6,4,9.125,50,30,4
2020,TumamocHill,5_6,220,157,W,17.2,223.2,-0.1914215331111434,2,2,9.125,50,30,4
2020,TumamocHill,5_4,221,158,W,15.6,223.23,-0.19183983781044103,10,7,3.1875,70,0,1
2020,TumamocHill,5_4,221,159,W,15.6,223.23,-0.19183983781044103,12,9,3.1875,70,0,1
2020,TumamocHill,5_4,221,160,W,15.6,223.23,-0.19183983781044103,24,21,3.1875,70,0,1
2020,TumamocHill,5_4,221,161,W,15.6,223.23,-0.19183983781044103,8,2,3.1875,70,0,1
2020,TumamocHill,5_4,221,162,W,15.6,223.23,-0.19183983781044103,39,35,3.1875,70,0,1
2020,TumamocHill,5_4,221,163,W,15.6,223.23,-0.19183983781044103,16,14,3.1875,70,0,1
2020,TumamocHill,5_4,221,164,W,15.6,223.23,-0.19183983781044103,5,3,3.1875,70,0,1
2020,TumamocHill,5_4,221,165,W,15.6,223.23,-0.19183983781044103,10,1,3.1875,70,0,1
2020,TumamocHill,5_4,221,166,W,15.6,223.23,-0.19183983781044103,29,25,3.1875,70,0,1
2020,TumamocHill,5_4,221,167,W,15.6,223.23,-0.19183983781044103,24,11,3.1875,70,0,1
2020,TumamocHill,5_4,222,168,W,22.2,223.23,-0.19183983781044103,6,4,2.5625,45,25,1
2020,TumamocHill,5_4,222,169,W,22.2,223.23,-0.19183983781044103,21,7,2.5625,45,25,1
2020,TumamocHill,5_4,222,170,W,22.2,223.23,-0.19183983781044103,26,7,2.5625,45,25,1
2020,TumamocHill,5_4,222,171,W,22.2,223.23,-0.19183983781044103,21,17,2.5625,45,25,1
2020,TumamocHill,5_4,222,172,W,22.2,223.23,-0.19183983781044103,27,16,2.5625,45,25,1
2020,TumamocHill,5_4,222,174,W,22.2,223.23,-0.19183983781044103,28,15,2.5625,45,25,1
2020,TumamocHill,5_4,222,175,W,22.2,223.23,-0.19183983781044103,9,5,2.5625,45,25,1
2020,TumamocHill,5_4,222,176,W,22.2,223.23,-0.19183983781044103,43,38,2.5625,45,25,1
2020,TumamocHill,5_4,222,177,W,22.2,223.23,-0.19183983781044103,41,32,2.5625,45,25,1
2020,TumamocHill,5_4,223,178,W,19.4,223.23,-0.19183983781044103,10,2,3.4375,60,20,1
2020,TumamocHill,5_4,223,179,W,19.4,223.23,-0.19183983781044103,31,7,3.4375,60,20,1
2020,TumamocHill,5_4,223,180,W,19.4,223.23,-0.19183983781044103,17,11,3.4375,60,20,1
2020,TumamocHill,5_4,223,181,W,19.4,223.23,-0.19183983781044103,34,25,3.4375,60,20,1
2020,TumamocHill,5_4,223,182,W,19.4,223.23,-0.19183983781044103,25,9,3.4375,60,20,1
2020,TumamocHill,5_4,223,183,W,19.4,223.23,-0.19183983781044103,4,2,3.4375,60,20,1
2020,TumamocHill,5_4,223,184,W,19.4,223.23,-0.19183983781044103,13,5,3.4375,60,20,1
2020,TumamocHill,5_4,223,185,W,19.4,223.23,-0.19183983781044103,18,7,3.4375,60,20,1
2020,TumamocHill,5_4,223,186,W,19.4,223.23,-0.19183983781044103,34,7,3.4375,60,20,1
2020,TumamocHill,5_4,223,187,W,19.4,223.23,-0.19183983781044103,38,17,3.4375,60,20,1
2020,TumamocHill,3_3,254,224,E,13.4,220.58,-0.1947871796743812,16,11,2.5625,25,10,2
2020,TumamocHill,3_3,254,225,E,13.4,220.58,-0.1947871796743812,28,13,2.5625,25,10,2
2020,TumamocHill,3_3,254,226,E,13.4,220.58,-0.1947871796743812,48,26,2.5625,25,10,2
2020,TumamocHill,3_3,254,227,E,13.4,220.58,-0.1947871796743812,11,5,2.5625,25,10,2
2020,TumamocHill,3_3,254,228,E,13.4,220.58,-0.1947871796743812,24,11,2.5625,25,10,2
2020,TumamocHill,3_3,254,229,E,13.4,220.58,-0.1947871796743812,16,3,2.5625,25,10,2
2020,TumamocHill,3_3,254,230,E,13.4,220.58,-0.1947871796743812,38,22,2.5625,25,10,2
2020,TumamocHill,3_3,254,231,E,13.4,220.58,-0.1947871796743812,10,3,2.5625,25,10,2
2020,TumamocHill,3_3,254,232,E,13.4,220.58,-0.1947871796743812,51,25,2.5625,25,10,2
2020,TumamocHill,3_3,254,233,E,13.4,220.58,-0.1947871796743812,43,21,2.5625,25,10,2
2020,TumamocHill,3_3,255,234,E,11.8,220.58,-0.1947871796743812,20,8,4.375,30,5,1
2020,TumamocHill,3_3,255,235,E,11.8,220.58,-0.1947871796743812,19,10,4.375,30,5,1
2020,TumamocHill,3_3,255,236,E,11.8,220.58,-0.1947871796743812,8,4,4.375,30,5,1
2020,TumamocHill,3_3,255,237,E,11.8,220.58,-0.1947871796743812,26,15,4.375,30,5,1
2020,TumamocHill,3_3,255,238,E,11.8,220.58,-0.1947871796743812,6,2,4.375,30,5,1
2020,TumamocHill,3_3,255,239,E,11.8,220.58,-0.1947871796743812,24,10,4.375,30,5,1
2020,TumamocHill,3_3,255,240,E,11.8,220.58,-0.1947871796743812,7,2,4.375,30,5,1
2020,TumamocHill,3_3,255,241,E,11.8,220.58,-0.1947871796743812,12,8,4.375,30,5,1
2020,TumamocHill,3_3,255,242,E,11.8,220.58,-0.1947871796743812,19,10,4.375,30,5,1
2020,TumamocHill,3_3,255,243,E,11.8,220.58,-0.1947871796743812,58,43,4.375,30,5,1
2020,TumamocHill,3_3,256,244,E,12.8,220.58,-0.1947871796743812,43,29,3.9375,30,15,0.5
2020,TumamocHill,3_3,256,245,E,12.8,220.58,-0.1947871796743812,23,13,3.9375,30,15,0.5
2020,TumamocHill,3_3,256,246,E,12.8,220.58,-0.1947871796743812,4,1,3.9375,30,15,0.5
2020,TumamocHill,3_3,256,247,E,12.8,220.58,-0.1947871796743812,18,12,3.9375,30,15,0.5
2020,TumamocHill,3_3,256,248,E,12.8,220.58,-0.1947871796743812,39,20,3.9375,30,15,0.5
2020,TumamocHill,3_3,256,249,E,12.8,220.58,-0.1947871796743812,12,7,3.9375,30,15,0.5
2020,TumamocHill,3_3,256,250,E,12.8,220.58,-0.1947871796743812,22,12,3.9375,30,15,0.5
2020,TumamocHill,3_3,256,251,E,12.8,220.58,-0.1947871796743812,28,6,3.9375,30,15,0.5
2020,TumamocHill,3_3,256,252,E,12.8,220.58,-0.1947871796743812,6,2,3.9375,30,15,0.5
2020,TumamocHill,3_3,256,253,E,12.8,220.58,-0.1947871796743812,10,5,3.9375,30,15,0.5
2020,TumamocHill,4_3,257,188,S,31.6,219.45,-0.2017387508639192,10,8,3.4375,25,15,1
2020,TumamocHill,4_3,257,189,S,31.6,219.45,-0.2017387508639192,15,11,3.4375,25,15,1
2020,TumamocHill,4_3,257,193,S,31.6,219.45,-0.2017387508639192,26,22,3.4375,25,15,1
2020,TumamocHill,4_3,257,194,S,31.6,219.45,-0.2017387508639192,21,21,3.4375,25,15,1
2020,TumamocHill,4_3,257,195,S,31.6,219.45,-0.2017387508639192,35,17,3.4375,25,15,1
2020,TumamocHill,4_3,257,196,S,31.6,219.45,-0.2017387508639192,18,12,3.4375,25,15,1
2020,TumamocHill,4_3,257,197,S,31.6,219.45,-0.2017387508639192,20,10,3.4375,25,15,1
2020,TumamocHill,4_3,258,198,S,25,219.45,-0.2017387508639192,17,15,2.5,25,25,0.5
2020,TumamocHill,4_3,258,199,S,25,219.45,-0.2017387508639192,41,37,2.5,25,25,0.5
2020,TumamocHill,4_3,258,200,S,25,219.45,-0.2017387508639192,6,5,2.5,25,25,0.5
2020,TumamocHill,4_3,258,201,S,25,219.45,-0.2017387508639192,49,38,2.5,25,25,0.5
2020,TumamocHill,4_3,258,202,S,25,219.45,-0.2017387508639192,10,9,2.5,25,25,0.5
2020,TumamocHill,4_3,258,203,S,25,219.45,-0.2017387508639192,22,19,2.5,25,25,0.5
2020,TumamocHill,4_3,258,204,S,25,219.45,-0.2017387508639192,69,53,2.5,25,25,0.5
2020,TumamocHill,4_3,258,205,S,25,219.45,-0.2017387508639192,8,7,2.5,25,25,0.5
2020,TumamocHill,4_3,258,206,S,25,219.45,-0.2017387508639192,20,18,2.5,25,25,0.5
2020,TumamocHill,4_3,258,207,S,25,219.45,-0.2017387508639192,3,3,2.5,25,25,0.5
2020,TumamocHill,4_3,259,208,S,24,219.45,-0.2017387508639192,8,7,4,25,25,0
2020,TumamocHill,4_3,259,209,S,24,219.45,-0.2017387508639192,5,3,4,25,25,0
2020,TumamocHill,4_3,259,210,S,24,219.45,-0.2017387508639192,13,10,4,25,25,0
2020,TumamocHill,4_3,259,211,S,24,219.45,-0.2017387508639192,56,37,4,25,25,0
2020,TumamocHill,4_3,259,212,S,24,219.45,-0.2017387508639192,10,8,4,25,25,0
2020,TumamocHill,4_3,259,213,S,24,219.45,-0.2017387508639192,10,7,4,25,25,0
2020,TumamocHill,4_3,259,214,S,24,219.45,-0.2017387508639192,62,52,4,25,25,0
2020,TumamocHill,4_3,259,215,S,24,219.45,-0.2017387508639192,10,7,4,25,25,0
2020,TumamocHill,4_3,259,216,S,24,219.45,-0.2017387508639192,54,46,4,25,25,0
2020,TumamocHill,4_3,259,217,S,24,219.45,-0.2017387508639192,41,37,4,25,25,0
2020,TumamocHill,5_2,260,1,W,10.2,224.22,-0.18775584133309187,14,4,1.6875,25,25,1
2020,TumamocHill,5_2,260,2,W,10.2,224.22,-0.18775584133309187,18,2,1.6875,25,25,1
2020,TumamocHill,5_2,260,3,W,10.2,224.22,-0.18775584133309187,22,3,1.6875,25,25,1
2020,TumamocHill,5_2,260,4,W,10.2,224.22,-0.18775584133309187,14,3,1.6875,25,25,1
2020,TumamocHill,5_2,260,5,W,10.2,224.22,-0.18775584133309187,36,12,1.6875,25,25,1
2020,TumamocHill,5_2,260,6,W,10.2,224.22,-0.18775584133309187,24,8,1.6875,25,25,1
2020,TumamocHill,5_2,260,7,W,10.2,224.22,-0.18775584133309187,18,4,1.6875,25,25,1
2020,TumamocHill,5_2,260,8,W,10.2,224.22,-0.18775584133309187,26,1,1.6875,25,25,1
2020,TumamocHill,5_2,260,9,W,10.2,224.22,-0.18775584133309187,3,1,1.6875,25,25,1
2020,TumamocHill,5_2,260,10,W,10.2,224.22,-0.18775584133309187,10,3,1.6875,25,25,1
2020,TumamocHill,5_2,261,11,W,6.6,224.22,-0.18775584133309187,5,2,3.125,40,8,6
2020,TumamocHill,5_2,261,12,W,6.6,224.22,-0.18775584133309187,18,11,3.125,40,8,6
2020,TumamocHill,5_2,261,13,W,6.6,224.22,-0.18775584133309187,60,20,3.125,40,8,6
2020,TumamocHill,5_2,261,14,W,6.6,224.22,-0.18775584133309187,31,11,3.125,40,8,6
2020,TumamocHill,5_2,261,15,W,6.6,224.22,-0.18775584133309187,33,7,3.125,40,8,6
2020,TumamocHill,5_2,261,16,W,6.6,224.22,-0.18775584133309187,34,15,3.125,40,8,6
2020,TumamocHill,5_2,261,17,W,6.6,224.22,-0.18775584133309187,32,7,3.125,40,8,6
2020,TumamocHill,5_2,261,18,W,6.6,224.22,-0.18775584133309187,27,7,3.125,40,8,6
2020,TumamocHill,5_2,261,19,W,6.6,224.22,-0.18775584133309187,19,9,3.125,40,8,6
2020,TumamocHill,5_2,261,20,W,6.6,224.22,-0.18775584133309187,28,12,3.125,40,8,6
2020,TumamocHill,5_2,262,21,W,14.6,224.22,-0.18775584133309187,27,12,2.5,30,40,26
2020,TumamocHill,5_2,262,22,W,14.6,224.22,-0.18775584133309187,17,10,2.5,30,40,26
2020,TumamocHill,5_2,262,23,W,14.6,224.22,-0.18775584133309187,12,2,2.5,30,40,26
2020,TumamocHill,5_2,262,24,W,14.6,224.22,-0.18775584133309187,13,2,2.5,30,40,26
2020,TumamocHill,5_2,262,25,W,14.6,224.22,-0.18775584133309187,31,25,2.5,30,40,26
2020,TumamocHill,5_2,262,26,W,14.6,224.22,-0.18775584133309187,73,31,2.5,30,40,26
2020,TumamocHill,5_2,262,27,W,14.6,224.22,-0.18775584133309187,30,11,2.5,30,40,26
2020,TumamocHill,5_2,262,28,W,14.6,224.22,-0.18775584133309187,74,29,2.5,30,40,26
2020,TumamocHill,5_2,262,29,W,14.6,224.22,-0.18775584133309187,25,6,2.5,30,40,26
2020,TumamocHill,5_2,262,30,W,14.6,224.22,-0.18775584133309187,27,4,2.5,30,40,26
2020,TumamocHill,4_1,263,266,S,11.8,219.84,-0.2014239529223728,116,104,3.0625,80,3,1
2020,TumamocHill,4_1,263,267,S,11.8,219.84,-0.2014239529223728,37,33,3.0625,80,3,1
2020,TumamocHill,4_1,263,268,S,11.8,219.84,-0.2014239529223728,14,13,3.0625,80,3,1
2020,TumamocHill,4_1,263,269,S,11.8,219.84,-0.2014239529223728,31,25,3.0625,80,3,1
2020,TumamocHill,4_1,263,270,S,11.8,219.84,-0.2014239529223728,57,51,3.0625,80,3,1
2020,TumamocHill,4_1,263,271,S,11.8,219.84,-0.2014239529223728,32,32,3.0625,80,3,1
2020,TumamocHill,4_1,263,272,S,11.8,219.84,-0.2014239529223728,55,49,3.0625,80,3,1
2020,TumamocHill,4_1,263,273,S,11.8,219.84,-0.2014239529223728,14,10,3.0625,80,3,1
2020,TumamocHill,4_1,263,274,S,11.8,219.84,-0.2014239529223728,31,28,3.0625,80,3,1
2020,TumamocHill,4_1,263,275,S,11.8,219.84,-0.2014239529223728,49,40,3.0625,80,3,1
2020,TumamocHill,4_1,264,276,S,13.8,219.84,-0.2014239529223728,29,19,2,12,10,1.5
2020,TumamocHill,4_1,264,277,S,13.8,219.84,-0.2014239529223728,38,18,2,12,10,1.5
2020,TumamocHill,4_1,264,278,S,13.8,219.84,-0.2014239529223728,22,15,2,12,10,1.5
2020,TumamocHill,4_1,264,279,S,13.8,219.84,-0.2014239529223728,40,15,2,12,10,1.5
2020,TumamocHill,4_1,264,280,S,13.8,219.84,-0.2014239529223728,79,52,2,12,10,1.5
2020,TumamocHill,4_1,264,281,S,13.8,219.84,-0.2014239529223728,23,13,2,12,10,1.5
2020,TumamocHill,4_1,264,282,S,13.8,219.84,-0.2014239529223728,12,2,2,12,10,1.5
2020,TumamocHill,4_1,264,283,S,13.8,219.84,-0.2014239529223728,5,1,2,12,10,1.5
2020,TumamocHill,4_1,264,284,S,13.8,219.84,-0.2014239529223728,17,16,2,12,10,1.5
2020,TumamocHill,4_1,264,285,S,13.8,219.84,-0.2014239529223728,16,9,2,12,10,1.5
2020,TumamocHill,4_1,265,286,S,11.4,219.84,-0.2014239529223728,17,12,3.9375,30,18,1
2020,TumamocHill,4_1,265,287,S,11.4,219.84,-0.2014239529223728,14,11,3.9375,30,18,1
2020,TumamocHill,4_1,265,288,S,11.4,219.84,-0.2014239529223728,5,3,3.9375,30,18,1
2020,TumamocHill,4_1,265,289,S,11.4,219.84,-0.2014239529223728,24,15,3.9375,30,18,1
2020,TumamocHill,4_1,265,290,S,11.4,219.84,-0.2014239529223728,8,6,3.9375,30,18,1
2020,TumamocHill,4_1,265,291,S,11.4,219.84,-0.2014239529223728,16,11,3.9375,30,18,1
2020,TumamocHill,4_1,265,292,S,11.4,219.84,-0.2014239529223728,42,20,3.9375,30,18,1
2020,TumamocHill,4_1,265,293,S,11.4,219.84,-0.2014239529223728,48,22,3.9375,30,18,1
2020,TumamocHill,4_1,265,294,S,11.4,219.84,-0.2014239529223728,23,8,3.9375,30,18,1
2020,TumamocHill,4_1,265,295,S,11.4,219.84,-0.2014239529223728,21,11,3.9375,30,18,1
2020,TumamocHill,4_2,296,301,S,8,219.78,-0.20213461119581785,24,9,6.4375,65,30,18
2020,TumamocHill,4_2,296,302,S,8,219.78,-0.20213461119581785,45,8,6.4375,65,30,18
2020,TumamocHill,4_2,296,303,S,8,219.78,-0.20213461119581785,42,20,6.4375,65,30,18
2020,TumamocHill,4_2,296,304,S,8,219.78,-0.20213461119581785,36,9,6.4375,65,30,18
2020,TumamocHill,4_2,296,305,S,8,219.78,-0.20213461119581785,17,3,6.4375,65,30,18
2020,TumamocHill,4_2,296,306,S,8,219.78,-0.20213461119581785,61,43,6.4375,65,30,18
2020,TumamocHill,4_2,296,307,S,8,219.78,-0.20213461119581785,24,10,6.4375,65,30,18
2020,TumamocHill,4_2,296,308,S,8,219.78,-0.20213461119581785,59,37,6.4375,65,30,18
2020,TumamocHill,4_2,296,309,S,8,219.78,-0.20213461119581785,39,16,6.4375,65,30,18
2020,TumamocHill,4_2,296,310,S,8,219.78,-0.20213461119581785,13,5,6.4375,65,30,18
2020,TumamocHill,4_2,297,311,S,9.2,219.78,-0.20213461119581785,23,7,6.375,90,8,2
2020,TumamocHill,4_2,297,312,S,9.2,219.78,-0.20213461119581785,73,20,6.375,90,8,2
2020,TumamocHill,4_2,297,313,S,9.2,219.78,-0.20213461119581785,25,7,6.375,90,8,2
2020,TumamocHill,4_2,297,314,S,9.2,219.78,-0.20213461119581785,93,39,6.375,90,8,2
2020,TumamocHill,4_2,297,315,S,9.2,219.78,-0.20213461119581785,12,2,6.375,90,8,2
2020,TumamocHill,4_2,297,316,S,9.2,219.78,-0.20213461119581785,71,24,6.375,90,8,2
2020,TumamocHill,4_2,297,317,S,9.2,219.78,-0.20213461119581785,38,15,6.375,90,8,2
2020,TumamocHill,4_2,297,318,S,9.2,219.78,-0.20213461119581785,15,6,6.375,90,8,2
2020,TumamocHill,4_2,297,319,S,9.2,219.78,-0.20213461119581785,34,5,6.375,90,8,2
2020,TumamocHill,4_2,297,320,S,9.2,219.78,-0.20213461119581785,13,3,6.375,90,8,2
2020,TumamocHill,4_2,298,321,S,4.4,219.78,-0.20213461119581785,9,2,4.0625,50,25,1.5
2020,TumamocHill,4_2,298,322,S,4.4,219.78,-0.20213461119581785,17,3,4.0625,50,25,1.5
2020,TumamocHill,4_2,298,323,S,4.4,219.78,-0.20213461119581785,57,21,4.0625,50,25,1.5
2020,TumamocHill,4_2,298,324,S,4.4,219.78,-0.20213461119581785,17,5,4.0625,50,25,1.5
2020,TumamocHill,4_2,298,325,S,4.4,219.78,-0.20213461119581785,29,8,4.0625,50,25,1.5
2020,TumamocHill,4_2,298,326,S,4.4,219.78,-0.20213461119581785,16,2,4.0625,50,25,1.5
2020,TumamocHill,4_2,298,327,S,4.4,219.78,-0.20213461119581785,37,10,4.0625,50,25,1.5
2020,TumamocHill,4_2,298,328,S,4.4,219.78,-0.20213461119581785,77,25,4.0625,50,25,1.5
